  income  count
 48000.0      1
 48120.0      1
 48180.0      1
 48240.0      1
 48300.0      3
 48600.0      1
 48660.0      1
 48840.0      1
 48960.0      2
 49080.0      2
 49200.0      1
 49260.0      1
 49320.0      1
 49380.0      1
 49440.0      2
 49500.0      5
 49560.0      1
 49680.0      2
 49740.0      1
 49800.0      2
 49920.0      2
 50160.0      1
 50280.0      1
 50340.0      1
 50460.0      1
 50520.0      1
 50580.0      2
 50700.0      1
 51000.0      3
 51120.0      1
 51180.0      1
 51240.0      2
 51300.0      1
 51420.0      2
 51480.0      1
 51540.0      2
 51720.0      1
 51780.0      1
 51900.0      1
 51960.0      1
 52080.0      2
 52140.0      1
 52200.0      1
 52380.0      1
 52440.0      2
 52500.0      1
 52680.0      1
 52800.0      1
 52860.0      1
 53160.0      1
 53220.0      1
 53280.0      1
 53460.0      2
 53520.0      2
 53700.0      1
 53760.0      1
 53880.0      1
 53940.0      1
 54000.0      2
 54120.0      1
 54180.0      1
 54240.0      1
 54300.0      1
 54360.0      1
 54480.0      1
 54660.0      2
 54720.0      1
 54780.0      2
 54900.0      1
 55140.0      2
 55260.0      2
 55380.0      2
 55440.0      1
 55620.0      1
 55740.0      1
 55800.0      1
 55860.0      1
 56100.0      1
 56280.0      2
 56340.0      1
 56400.0      1
 56460.0      1
 56640.0      1
 56760.0      1
 56820.0      2
 56940.0      1
 57300.0      3
 57600.0      1
 57660.0      1
 57720.0      1
 58020.0      1
 58080.0      1
 58140.0      1
 58200.0      1
 58260.0      1
 58620.0      1
 58800.0      1
 58980.0      1
 59040.0      1
 59220.0      3
 59460.0      1
 59520.0      1
 59580.0      1
 59760.0      2
 59940.0      1
 60240.0      1
 60420.0      2
 60780.0      1
 61260.0      1
 61320.0      1
 61380.0      1
 61500.0      1
 61620.0      1
 61980.0      1
 62400.0      2
 62820.0      1
 62880.0      1
 62940.0      3
 63000.0      1
 63120.0      1
 63180.0      1
 63360.0      1
 64020.0      1
 64140.0      1
 64380.0      2
 64680.0      1
 64920.0      1
 65280.0      1
 66000.0      1
 66120.0      1
 66240.0      1
 66480.0      2
 66720.0      1
 67020.0      1
 67560.0      2
 67680.0      2
 67800.0      2
 67860.0      1
 68220.0      2
 68400.0      2
 68940.0      1
 69060.0      1
 69360.0      1
 70140.0      1
 70560.0      1
 70740.0      1
 70860.0      1
 71160.0      1
 71220.0      1
 71340.0      1
 71520.0      1
 71700.0      1
 71880.0      1
 72060.0      1
 72180.0      1
 72300.0      1
 72540.0      1
 72600.0      1
 73020.0      1
 73440.0      1
 74400.0      1
 74520.0      1
 75240.0      1
 75420.0      1
 76080.0      1
 76380.0      1
 76920.0      1
 77340.0      1
 77580.0      1
 77760.0      1
 78120.0      2
 78720.0      1
 79140.0      1
 79200.0      1
 79440.0      1
 79500.0      1
 79920.0      1
 81180.0      1
 82320.0      1
 84000.0      1
 84420.0      1
 84600.0      1
 84840.0      1
 85140.0      1
 86040.0      1
 86340.0      1
 87720.0      1
 88440.0      1
 88680.0      1
 90300.0      1
 90540.0      1
 90780.0      1
 93540.0      1
 93720.0      1
 94260.0      1
 95820.0      1
 97200.0      1
 98220.0      1
 98400.0      1
103500.0      1
105660.0      1
107460.0      1
108300.0      1
109200.0      1
114000.0      2
114900.0      1
116220.0      1
116340.0      1
119340.0      1
120240.0      1
120960.0      1
121620.0      1
123540.0      1
124980.0      2
125100.0      1
126300.0      1
127920.0      1
128400.0      1
130140.0      2
131940.0      1
136680.0      1
137760.0      1
140160.0      1
144240.0      1
145560.0      1
146220.0      1
146520.0      1
148860.0      1
149820.0      1
154440.0      1
157320.0      1
157980.0      1
171420.0      1
177720.0      1
186480.0      1
189360.0      1
198060.0      1
235980.0      1
240000.0      1
312000.0      1
322860.0      1
329460.0      1
335880.0      2
374400.0      1
377220.0      1
578580.0      1
